Disease,Method,K,Precision,Recall,F1
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GNNExplainer,1500,0.42933333333333334,0.19121140142517815,0.2645850451930978
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GNNExplainer,2000,0.405,0.24049881235154394,0.3017883755588674
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GNNExplainer,2500,0.3716,0.2758313539192399,0.3166325835037492
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GNNExplainer,3000,0.346,0.3081947743467934,0.3260050251256282
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GraphSVX,25,0.76,0.0056413301662707836,0.011199528440907752
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GraphSVX,50,0.66,0.009798099762470308,0.019309537741369225
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GraphSVX,100,0.64,0.019002375296912115,0.03690888119953865
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GraphSVX,200,0.635,0.03770783847980998,0.0711883408071749
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GraphSVX,500,0.532,0.07897862232779097,0.1375387797311272
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GraphSVX,750,0.49866666666666665,0.11104513064133016,0.18164157357940747
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GraphSVX,1000,0.474,0.14073634204275534,0.21703296703296704
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GraphSVX,1500,0.42866666666666664,0.1909144893111639,0.26417419884963017
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GraphSVX,2000,0.406,0.24109263657957244,0.3025335320417288
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GraphSVX,2500,0.372,0.27612826603325413,0.3169734151329243
C0376358_Malignant_neoplasm_of_prostate,XGDAG - GraphSVX,3000,0.349,0.3108669833729216,0.3288316582914573
C0376358_Malignant_neoplasm_of_prostate,DIAMOnD,25,1.0,0.007422802850356294,0.014736221632773357
C0376358_Malignant_neoplasm_of_prostate,DIAMOnD,50,1.0,0.014845605700712588,0.02925687536571094
C0376358_Malignant_neoplasm_of_prostate,DIAMOnD,100,0.84,0.02494061757719715,0.04844290657439446
C0376358_Malignant_neoplasm_of_prostate,DIAMOnD,200,0.675,0.04008313539192399,0.07567264573991032
C0376358_Malignant_neoplasm_of_prostate,DIAMOnD,500,0.412,0.06116389548693587,0.1065149948293692
C0376358_Malignant_neoplasm_of_prostate,DIAMOnD,750,0.36533333333333334,0.08135391923990498,0.1330743079164643
C0376358_Malignant_neoplasm_of_prostate,DIAMOnD,1000,0.365,0.1083729216152019,0.16712454212454214
C0376358_Malignant_neoplasm_of_prostate,DIAMOnD,1500,0.33866666666666667,0.1508313539192399,0.20870994248151192
C0376358_Malignant_neoplasm_of_prostate,DIAMOnD,2000,0.3115,0.18497624703087887,0.2321162444113264
C0376358_Malignant_neoplasm_of_prostate,DIAMOnD,2500,0.304,0.22565320665083136,0.25903203817314246
C0376358_Malignant_neoplasm_of_prostate,DIAMOnD,3000,0.29533333333333334,0.26306413301662707,0.2782663316582914
C0376358_Malignant_neoplasm_of_prostate,MCL,25,0.32,0.0023752969121140144,0.004715590922487474
C0376358_Malignant_neoplasm_of_prostate,MCL,50,0.46,0.006828978622327791,0.013458162668227034
C0376358_Malignant_neoplasm_of_prostate,MCL,100,0.42,0.012470308788598575,0.02422145328719723
C0376358_Malignant_neoplasm_of_prostate,MCL,200,0.44,0.026128266033254157,0.04932735426008969
C0376358_Malignant_neoplasm_of_prostate,MCL,500,0.3,0.04453681710213777,0.07755946225439506
C0376358_Malignant_neoplasm_of_prostate,MCL,750,0.25466666666666665,0.05671021377672209,0.09276347741622147
C0376358_Malignant_neoplasm_of_prostate,MCL,1000,0.201,0.059679334916864606,0.09203296703296703
C0376358_Malignant_neoplasm_of_prostate,MCL,1500,0.134,0.059679334916864606,0.08258011503697615
C0376358_Malignant_neoplasm_of_prostate,MCL,2000,0.1005,0.059679334916864606,0.07488822652757078
C0376358_Malignant_neoplasm_of_prostate,MCL,2500,0.0804,0.059679334916864606,0.06850715746421267
C0376358_Malignant_neoplasm_of_prostate,MCL,3000,0.067,0.059679334916864606,0.06312814070351758
C0376358_Malignant_neoplasm_of_prostate,RWR,25,0.6,0.004453681710213777,0.008841732979664015
C0376358_Malignant_neoplasm_of_prostate,RWR,50,0.46,0.006828978622327791,0.013458162668227034
C0376358_Malignant_neoplasm_of_prostate,RWR,100,0.36,0.010688836104513063,0.020761245674740483
C0376358_Malignant_neoplasm_of_prostate,RWR,200,0.345,0.020486935866983372,0.03867713004484305
C0376358_Malignant_neoplasm_of_prostate,RWR,500,0.336,0.0498812351543943,0.08686659772492245
C0376358_Malignant_neoplasm_of_prostate,RWR,750,0.3626666666666667,0.08076009501187649,0.13210296260320545
C0376358_Malignant_neoplasm_of_prostate,RWR,1000,0.366,0.10866983372921615,0.1675824175824176
C0376358_Malignant_neoplasm_of_prostate,RWR,1500,0.356,0.15855106888361045,0.21939194741166804
C0376358_Malignant_neoplasm_of_prostate,RWR,2000,0.342,0.20308788598574823,0.25484351713859915
C0376358_Malignant_neoplasm_of_prostate,RWR,2500,0.316,0.2345605700712589,0.2692569870483981
C0376358_Malignant_neoplasm_of_prostate,RWR,3000,0.29033333333333333,0.2586104513064133,0.2735552763819095
C0376358_Malignant_neoplasm_of_prostate,XG-PUL,25,1.0,0.007422802850356294,0.014736221632773357
C0376358_Malignant_neoplasm_of_prostate,XG-PUL,50,1.0,0.014845605700712588,0.02925687536571094
C0376358_Malignant_neoplasm_of_prostate,XG-PUL,100,1.0,0.029691211401425176,0.05767012687427912
C0376358_Malignant_neoplasm_of_prostate,XG-PUL,200,0.955,0.05671021377672209,0.1070627802690583
C0376358_Malignant_neoplasm_of_prostate,XG-PUL,500,0.846,0.1255938242280285,0.21871768355739402
C0376358_Malignant_neoplasm_of_prostate,XG-PUL,750,0.776,0.17280285035629453,0.2826614861583293
C0376358_Malignant_neoplasm_of_prostate,XG-PUL,1000,0.723,0.21466745843230403,0.33104395604395603
C0376358_Malignant_neoplasm_of_prostate,XG-PUL,1500,0.6513333333333333,0.290083135391924,0.40139687756778963
C0376358_Malignant_neoplasm_of_prostate,XG-PUL,2000,0.584,0.34679334916864607,0.43517138599105815
C0376358_Malignant_neoplasm_of_prostate,XG-PUL,2500,0.5412,0.40172209026128264,0.46114519427402856
C0376358_Malignant_neoplasm_of_prostate,XG-PUL,3000,0.49833333333333335,0.4438836104513064,0.469535175879397
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GNNExplainer,25,0.08,0.007142857142857143,0.013114754098360656
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GNNExplainer,50,0.08,0.014285714285714285,0.024242424242424242
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GNNExplainer,100,0.08,0.02857142857142857,0.04210526315789474
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GNNExplainer,200,0.045,0.03214285714285714,0.0375
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GNNExplainer,500,0.038,0.06785714285714285,0.04871794871794872
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GNNExplainer,750,0.029333333333333333,0.07857142857142857,0.04271844660194174
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GNNExplainer,1000,0.027,0.09642857142857143,0.0421875
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GNNExplainer,1500,0.02266666666666667,0.12142857142857143,0.038202247191011236
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GNNExplainer,2000,0.022,0.15714285714285714,0.03859649122807018
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GNNExplainer,2500,0.022,0.19642857142857142,0.039568345323741004
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GNNExplainer,3000,0.021,0.225,0.03841463414634146
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GraphSVX,25,0.08,0.007142857142857143,0.013114754098360656
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GraphSVX,50,0.08,0.014285714285714285,0.024242424242424242
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GraphSVX,100,0.08,0.02857142857142857,0.04210526315789474
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GraphSVX,200,0.045,0.03214285714285714,0.0375
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GraphSVX,500,0.034,0.060714285714285714,0.04358974358974359
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GraphSVX,750,0.030666666666666665,0.08214285714285714,0.044660194174757285
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GraphSVX,1000,0.027,0.09642857142857143,0.0421875
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GraphSVX,1500,0.023333333333333334,0.125,0.03932584269662921
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GraphSVX,2000,0.021,0.15,0.0368421052631579
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GraphSVX,2500,0.02,0.17857142857142858,0.03597122302158274
C0001973_Chronic_Alcoholic_Intoxication,XGDAG - GraphSVX,3000,0.021666666666666667,0.23214285714285715,0.039634146341463415
C0001973_Chronic_Alcoholic_Intoxication,DIAMOnD,25,0.0,0.0,0.0
C0001973_Chronic_Alcoholic_Intoxication,DIAMOnD,50,0.02,0.0035714285714285713,0.006060606060606061
C0001973_Chronic_Alcoholic_Intoxication,DIAMOnD,100,0.07,0.025,0.0368421052631579
C0001973_Chronic_Alcoholic_Intoxication,DIAMOnD,200,0.045,0.03214285714285714,0.0375
C0001973_Chronic_Alcoholic_Intoxication,DIAMOnD,500,0.036,0.06428571428571428,0.04615384615384615
C0001973_Chronic_Alcoholic_Intoxication,DIAMOnD,750,0.024,0.06428571428571428,0.03495145631067961
C0001973_Chronic_Alcoholic_Intoxication,DIAMOnD,1000,0.018,0.06428571428571428,0.028124999999999997
C0001973_Chronic_Alcoholic_Intoxication,DIAMOnD,1500,0.012,0.06428571428571428,0.020224719101123594
C0001973_Chronic_Alcoholic_Intoxication,DIAMOnD,2000,0.009,0.06428571428571428,0.015789473684210527
C0001973_Chronic_Alcoholic_Intoxication,DIAMOnD,2500,0.0072,0.06428571428571428,0.012949640287769784
C0001973_Chronic_Alcoholic_Intoxication,DIAMOnD,3000,0.006,0.06428571428571428,0.01097560975609756
C0001973_Chronic_Alcoholic_Intoxication,MCL,25,0.04,0.0035714285714285713,0.006557377049180328
C0001973_Chronic_Alcoholic_Intoxication,MCL,50,0.02,0.0035714285714285713,0.006060606060606061
C0001973_Chronic_Alcoholic_Intoxication,MCL,100,0.01,0.0035714285714285713,0.005263157894736843
C0001973_Chronic_Alcoholic_Intoxication,MCL,200,0.015,0.010714285714285714,0.012499999999999999
C0001973_Chronic_Alcoholic_Intoxication,MCL,500,0.014,0.025,0.01794871794871795
C0001973_Chronic_Alcoholic_Intoxication,MCL,750,0.009333333333333334,0.025,0.01359223300970874
C0001973_Chronic_Alcoholic_Intoxication,MCL,1000,0.007,0.025,0.010937500000000001
C0001973_Chronic_Alcoholic_Intoxication,MCL,1500,0.004666666666666667,0.025,0.007865168539325843
C0001973_Chronic_Alcoholic_Intoxication,MCL,2000,0.0035,0.025,0.006140350877192983
C0001973_Chronic_Alcoholic_Intoxication,MCL,2500,0.0028,0.025,0.005035971223021583
C0001973_Chronic_Alcoholic_Intoxication,MCL,3000,0.0023333333333333335,0.025,0.00426829268292683
C0001973_Chronic_Alcoholic_Intoxication,RWR,25,0.12,0.010714285714285714,0.019672131147540985
C0001973_Chronic_Alcoholic_Intoxication,RWR,50,0.06,0.010714285714285714,0.01818181818181818
C0001973_Chronic_Alcoholic_Intoxication,RWR,100,0.06,0.02142857142857143,0.03157894736842105
C0001973_Chronic_Alcoholic_Intoxication,RWR,200,0.045,0.03214285714285714,0.0375
C0001973_Chronic_Alcoholic_Intoxication,RWR,500,0.026,0.04642857142857143,0.03333333333333333
C0001973_Chronic_Alcoholic_Intoxication,RWR,750,0.024,0.06428571428571428,0.03495145631067961
C0001973_Chronic_Alcoholic_Intoxication,RWR,1000,0.025,0.08928571428571429,0.0390625
C0001973_Chronic_Alcoholic_Intoxication,RWR,1500,0.022,0.11785714285714285,0.03707865168539326
C0001973_Chronic_Alcoholic_Intoxication,RWR,2000,0.024,0.17142857142857143,0.042105263157894736
C0001973_Chronic_Alcoholic_Intoxication,RWR,2500,0.0236,0.21071428571428572,0.04244604316546762
C0001973_Chronic_Alcoholic_Intoxication,RWR,3000,0.021,0.225,0.03841463414634146
C0001973_Chronic_Alcoholic_Intoxication,XG-PUL,25,0.2,0.017857142857142856,0.03278688524590164
C0001973_Chronic_Alcoholic_Intoxication,XG-PUL,50,0.1,0.017857142857142856,0.030303030303030304
C0001973_Chronic_Alcoholic_Intoxication,XG-PUL,100,0.05,0.017857142857142856,0.026315789473684206
C0001973_Chronic_Alcoholic_Intoxication,XG-PUL,200,0.04,0.02857142857142857,0.03333333333333333
C0001973_Chronic_Alcoholic_Intoxication,XG-PUL,500,0.05,0.08928571428571429,0.06410256410256411
C0001973_Chronic_Alcoholic_Intoxication,XG-PUL,750,0.04666666666666667,0.125,0.0679611650485437
C0001973_Chronic_Alcoholic_Intoxication,XG-PUL,1000,0.043,0.15357142857142858,0.0671875
C0001973_Chronic_Alcoholic_Intoxication,XG-PUL,1500,0.03933333333333333,0.21071428571428572,0.06629213483146067
C0001973_Chronic_Alcoholic_Intoxication,XG-PUL,2000,0.037,0.2642857142857143,0.0649122807017544
C0001973_Chronic_Alcoholic_Intoxication,XG-PUL,2500,0.0332,0.29642857142857143,0.05971223021582734
C0001973_Chronic_Alcoholic_Intoxication,XG-PUL,3000,0.03,0.32142857142857145,0.05487804878048781
C0011581_Depressive_disorder,XGDAG - GNNExplainer,25,0.4,0.007668711656441718,0.015048908954100828
C0011581_Depressive_disorder,XGDAG - GNNExplainer,50,0.42,0.016104294478527608,0.0310192023633678
C0011581_Depressive_disorder,XGDAG - GNNExplainer,100,0.3,0.023006134969325152,0.042735042735042736
C0011581_Depressive_disorder,XGDAG - GNNExplainer,200,0.225,0.03450920245398773,0.0598404255319149
C0011581_Depressive_disorder,XGDAG - GNNExplainer,500,0.184,0.0705521472392638,0.10199556541019957
C0011581_Depressive_disorder,XGDAG - GNNExplainer,750,0.18133333333333335,0.10429447852760736,0.13242453748782862
C0011581_Depressive_disorder,XGDAG - GNNExplainer,1000,0.169,0.12960122699386503,0.1467013888888889
C0011581_Depressive_disorder,XGDAG - GNNExplainer,1500,0.15533333333333332,0.17868098159509202,0.16619115549215405
C0011581_Depressive_disorder,XGDAG - GNNExplainer,2000,0.141,0.21625766871165644,0.17070217917675543
C0011581_Depressive_disorder,XGDAG - GNNExplainer,2500,0.1288,0.2469325153374233,0.16929547844374343
C0011581_Depressive_disorder,XGDAG - GNNExplainer,3000,0.12033333333333333,0.276840490797546,0.16775092936802974
C0011581_Depressive_disorder,XGDAG - GraphSVX,25,0.4,0.007668711656441718,0.015048908954100828
C0011581_Depressive_disorder,XGDAG - GraphSVX,50,0.38,0.014570552147239263,0.028064992614475627
C0011581_Depressive_disorder,XGDAG - GraphSVX,100,0.29,0.02223926380368098,0.041310541310541314
C0011581_Depressive_disorder,XGDAG - GraphSVX,200,0.225,0.03450920245398773,0.0598404255319149
C0011581_Depressive_disorder,XGDAG - GraphSVX,500,0.184,0.0705521472392638,0.10199556541019957
C0011581_Depressive_disorder,XGDAG - GraphSVX,750,0.188,0.10812883435582822,0.13729308666017528
C0011581_Depressive_disorder,XGDAG - GraphSVX,1000,0.169,0.12960122699386503,0.1467013888888889
C0011581_Depressive_disorder,XGDAG - GraphSVX,1500,0.15533333333333332,0.17868098159509202,0.16619115549215405
C0011581_Depressive_disorder,XGDAG - GraphSVX,2000,0.1385,0.21242331288343558,0.1676755447941889
C0011581_Depressive_disorder,XGDAG - GraphSVX,2500,0.1312,0.25153374233128833,0.17245005257623558
C0011581_Depressive_disorder,XGDAG - GraphSVX,3000,0.12,0.27607361963190186,0.16728624535315986
C0011581_Depressive_disorder,DIAMOnD,25,0.32,0.006134969325153374,0.012039127163280662
C0011581_Depressive_disorder,DIAMOnD,50,0.36,0.013803680981595092,0.026587887740029542
C0011581_Depressive_disorder,DIAMOnD,100,0.31,0.023773006134969327,0.044159544159544165
C0011581_Depressive_disorder,DIAMOnD,200,0.275,0.04217791411042945,0.07313829787234043
C0011581_Depressive_disorder,DIAMOnD,500,0.166,0.06365030674846625,0.09201773835920177
C0011581_Depressive_disorder,DIAMOnD,750,0.13466666666666666,0.07745398773006135,0.09834469328140213
C0011581_Depressive_disorder,DIAMOnD,1000,0.128,0.09815950920245399,0.11111111111111112
C0011581_Depressive_disorder,DIAMOnD,1500,0.11666666666666667,0.13420245398773006,0.1248216833095578
C0011581_Depressive_disorder,DIAMOnD,2000,0.0915,0.14033742331288343,0.11077481840193705
C0011581_Depressive_disorder,DIAMOnD,2500,0.0732,0.14033742331288343,0.09621451104100946
C0011581_Depressive_disorder,DIAMOnD,3000,0.061,0.14033742331288343,0.08503717472118959
C0011581_Depressive_disorder,MCL,25,0.12,0.0023006134969325155,0.004514672686230248
C0011581_Depressive_disorder,MCL,50,0.08,0.003067484662576687,0.005908419497784343
C0011581_Depressive_disorder,MCL,100,0.07,0.005368098159509203,0.009971509971509971
C0011581_Depressive_disorder,MCL,200,0.095,0.014570552147239263,0.02526595744680851
C0011581_Depressive_disorder,MCL,500,0.086,0.032975460122699383,0.047671840354767174
C0011581_Depressive_disorder,MCL,750,0.06133333333333333,0.0352760736196319,0.044790652385589096
C0011581_Depressive_disorder,MCL,1000,0.046,0.0352760736196319,0.03993055555555555
C0011581_Depressive_disorder,MCL,1500,0.030666666666666665,0.0352760736196319,0.03281027104136947
C0011581_Depressive_disorder,MCL,2000,0.023,0.0352760736196319,0.02784503631961259
C0011581_Depressive_disorder,MCL,2500,0.0184,0.0352760736196319,0.024185068349106206
C0011581_Depressive_disorder,MCL,3000,0.015333333333333332,0.0352760736196319,0.02137546468401487
C0011581_Depressive_disorder,RWR,25,0.2,0.003834355828220859,0.007524454477050414
C0011581_Depressive_disorder,RWR,50,0.16,0.006134969325153374,0.011816838995568686
C0011581_Depressive_disorder,RWR,100,0.11,0.00843558282208589,0.01566951566951567
C0011581_Depressive_disorder,RWR,200,0.11,0.01687116564417178,0.02925531914893617
C0011581_Depressive_disorder,RWR,500,0.118,0.04524539877300614,0.06541019955654102
C0011581_Depressive_disorder,RWR,750,0.12,0.06901840490797546,0.08763388510223954
C0011581_Depressive_disorder,RWR,1000,0.133,0.10199386503067484,0.1154513888888889
C0011581_Depressive_disorder,RWR,1500,0.12,0.13803680981595093,0.1283880171184023
C0011581_Depressive_disorder,RWR,2000,0.1145,0.17561349693251535,0.13861985472154964
C0011581_Depressive_disorder,RWR,2500,0.1076,0.2062883435582822,0.14143007360672974
C0011581_Depressive_disorder,RWR,3000,0.09833333333333333,0.22622699386503067,0.13708178438661708
C0011581_Depressive_disorder,XG-PUL,25,0.72,0.013803680981595092,0.027088036117381486
C0011581_Depressive_disorder,XG-PUL,50,0.58,0.02223926380368098,0.04283604135893648
C0011581_Depressive_disorder,XG-PUL,100,0.43,0.032975460122699383,0.06125356125356125
C0011581_Depressive_disorder,XG-PUL,200,0.355,0.054447852760736194,0.09441489361702127
C0011581_Depressive_disorder,XG-PUL,500,0.302,0.11579754601226994,0.16740576496674056
C0011581_Depressive_disorder,XG-PUL,750,0.26266666666666666,0.15107361963190183,0.1918208373904576
C0011581_Depressive_disorder,XG-PUL,1000,0.244,0.18711656441717792,0.21180555555555552
C0011581_Depressive_disorder,XG-PUL,1500,0.224,0.25766871165644173,0.2396576319543509
C0011581_Depressive_disorder,XG-PUL,2000,0.202,0.3098159509202454,0.24455205811138017
C0011581_Depressive_disorder,XG-PUL,2500,0.1832,0.3512269938650307,0.24079915878023136
C0011581_Depressive_disorder,XG-PUL,3000,0.16633333333333333,0.38266871165644173,0.23187732342007436
C0860207_Drug-Induced_Liver_Disease,XGDAG - GNNExplainer,25,0.12,0.023255813953488372,0.03896103896103897
C0860207_Drug-Induced_Liver_Disease,XGDAG - GNNExplainer,50,0.06,0.023255813953488372,0.0335195530726257
C0860207_Drug-Induced_Liver_Disease,XGDAG - GNNExplainer,100,0.04,0.031007751937984496,0.034934497816593885
C0860207_Drug-Induced_Liver_Disease,XGDAG - GNNExplainer,200,0.025,0.03875968992248062,0.0303951367781155
C0860207_Drug-Induced_Liver_Disease,XGDAG - GNNExplainer,500,0.024,0.09302325581395349,0.03815580286168521
C0860207_Drug-Induced_Liver_Disease,XGDAG - GNNExplainer,750,0.02,0.11627906976744186,0.034129692832764506
C0860207_Drug-Induced_Liver_Disease,XGDAG - GNNExplainer,1000,0.021,0.16279069767441862,0.03720106288751108
C0860207_Drug-Induced_Liver_Disease,XGDAG - GNNExplainer,1500,0.014666666666666666,0.17054263565891473,0.027010435850214856
C0860207_Drug-Induced_Liver_Disease,XGDAG - GNNExplainer,2000,0.015,0.23255813953488372,0.028182245185533115
C0860207_Drug-Induced_Liver_Disease,XGDAG - GNNExplainer,2500,0.0148,0.2868217054263566,0.028147584632940283
C0860207_Drug-Induced_Liver_Disease,XGDAG - GNNExplainer,3000,0.014,0.32558139534883723,0.02684563758389262
C0860207_Drug-Induced_Liver_Disease,XGDAG - GraphSVX,25,0.12,0.023255813953488372,0.03896103896103897
C0860207_Drug-Induced_Liver_Disease,XGDAG - GraphSVX,50,0.06,0.023255813953488372,0.0335195530726257
C0860207_Drug-Induced_Liver_Disease,XGDAG - GraphSVX,100,0.04,0.031007751937984496,0.034934497816593885
C0860207_Drug-Induced_Liver_Disease,XGDAG - GraphSVX,200,0.025,0.03875968992248062,0.0303951367781155
C0860207_Drug-Induced_Liver_Disease,XGDAG - GraphSVX,500,0.024,0.09302325581395349,0.03815580286168521
C0860207_Drug-Induced_Liver_Disease,XGDAG - GraphSVX,750,0.021333333333333333,0.12403100775193798,0.03640500568828213
C0860207_Drug-Induced_Liver_Disease,XGDAG - GraphSVX,1000,0.021,0.16279069767441862,0.03720106288751108
C0860207_Drug-Induced_Liver_Disease,XGDAG - GraphSVX,1500,0.015333333333333332,0.17829457364341086,0.028238182934315532
C0860207_Drug-Induced_Liver_Disease,XGDAG - GraphSVX,2000,0.015,0.23255813953488372,0.028182245185533115
C0860207_Drug-Induced_Liver_Disease,XGDAG - GraphSVX,2500,0.0148,0.2868217054263566,0.028147584632940283
C0860207_Drug-Induced_Liver_Disease,XGDAG - GraphSVX,3000,0.013666666666666667,0.3178294573643411,0.02620645573665708
C0860207_Drug-Induced_Liver_Disease,DIAMOnD,25,0.0,0.0,0.0
C0860207_Drug-Induced_Liver_Disease,DIAMOnD,50,0.0,0.0,0.0
C0860207_Drug-Induced_Liver_Disease,DIAMOnD,100,0.0,0.0,0.0
C0860207_Drug-Induced_Liver_Disease,DIAMOnD,200,0.015,0.023255813953488372,0.0182370820668693
C0860207_Drug-Induced_Liver_Disease,DIAMOnD,500,0.01,0.03875968992248062,0.01589825119236884
C0860207_Drug-Induced_Liver_Disease,DIAMOnD,750,0.006666666666666667,0.03875968992248062,0.01137656427758817
C0860207_Drug-Induced_Liver_Disease,DIAMOnD,1000,0.005,0.03875968992248062,0.008857395925597875
C0860207_Drug-Induced_Liver_Disease,DIAMOnD,1500,0.0033333333333333335,0.03875968992248062,0.006138735420503377
C0860207_Drug-Induced_Liver_Disease,DIAMOnD,2000,0.0025,0.03875968992248062,0.004697040864255519
C0860207_Drug-Induced_Liver_Disease,DIAMOnD,2500,0.002,0.03875968992248062,0.0038037276531000383
C0860207_Drug-Induced_Liver_Disease,DIAMOnD,3000,0.0016666666666666668,0.03875968992248062,0.003195909236177693
C0860207_Drug-Induced_Liver_Disease,MCL,25,0.0,0.0,0.0
C0860207_Drug-Induced_Liver_Disease,MCL,50,0.0,0.0,0.0
C0860207_Drug-Induced_Liver_Disease,MCL,100,0.01,0.007751937984496124,0.008733624454148471
C0860207_Drug-Induced_Liver_Disease,MCL,200,0.005,0.007751937984496124,0.0060790273556231
C0860207_Drug-Induced_Liver_Disease,MCL,500,0.016,0.06201550387596899,0.025437201907790145
C0860207_Drug-Induced_Liver_Disease,MCL,750,0.014666666666666666,0.08527131782945736,0.02502844141069397
C0860207_Drug-Induced_Liver_Disease,MCL,1000,0.012,0.09302325581395349,0.021257750221434897
C0860207_Drug-Induced_Liver_Disease,MCL,1500,0.008,0.09302325581395349,0.014732965009208102
C0860207_Drug-Induced_Liver_Disease,MCL,2000,0.006,0.09302325581395349,0.011272898074213245
C0860207_Drug-Induced_Liver_Disease,MCL,2500,0.0048,0.09302325581395349,0.009128946367440091
C0860207_Drug-Induced_Liver_Disease,MCL,3000,0.004,0.09302325581395349,0.007670182166826462
C0860207_Drug-Induced_Liver_Disease,RWR,25,0.0,0.0,0.0
C0860207_Drug-Induced_Liver_Disease,RWR,50,0.0,0.0,0.0
C0860207_Drug-Induced_Liver_Disease,RWR,100,0.0,0.0,0.0
C0860207_Drug-Induced_Liver_Disease,RWR,200,0.005,0.007751937984496124,0.0060790273556231
C0860207_Drug-Induced_Liver_Disease,RWR,500,0.01,0.03875968992248062,0.01589825119236884
C0860207_Drug-Induced_Liver_Disease,RWR,750,0.014666666666666666,0.08527131782945736,0.02502844141069397
C0860207_Drug-Induced_Liver_Disease,RWR,1000,0.014,0.10852713178294573,0.024800708591674048
C0860207_Drug-Induced_Liver_Disease,RWR,1500,0.012,0.13953488372093023,0.022099447513812154
C0860207_Drug-Induced_Liver_Disease,RWR,2000,0.011,0.17054263565891473,0.02066697980272428
C0860207_Drug-Induced_Liver_Disease,RWR,2500,0.0092,0.17829457364341086,0.017497147204260172
C0860207_Drug-Induced_Liver_Disease,RWR,3000,0.008666666666666666,0.20155038759689922,0.016618728028124002
C0860207_Drug-Induced_Liver_Disease,XG-PUL,25,0.04,0.007751937984496124,0.012987012987012988
C0860207_Drug-Induced_Liver_Disease,XG-PUL,50,0.02,0.007751937984496124,0.0111731843575419
C0860207_Drug-Induced_Liver_Disease,XG-PUL,100,0.04,0.031007751937984496,0.034934497816593885
C0860207_Drug-Induced_Liver_Disease,XG-PUL,200,0.04,0.06201550387596899,0.0486322188449848
C0860207_Drug-Induced_Liver_Disease,XG-PUL,500,0.036,0.13953488372093023,0.05723370429252782
C0860207_Drug-Induced_Liver_Disease,XG-PUL,750,0.034666666666666665,0.20155038759689922,0.05915813424345848
C0860207_Drug-Induced_Liver_Disease,XG-PUL,1000,0.034,0.26356589147286824,0.06023029229406555
C0860207_Drug-Induced_Liver_Disease,XG-PUL,1500,0.03133333333333333,0.3643410852713178,0.05770411295273173
C0860207_Drug-Induced_Liver_Disease,XG-PUL,2000,0.0285,0.4418604651162791,0.05354626585251291
C0860207_Drug-Induced_Liver_Disease,XG-PUL,2500,0.0248,0.4806201550387597,0.047166222898440475
C0860207_Drug-Induced_Liver_Disease,XG-PUL,3000,0.022333333333333334,0.5193798449612403,0.04282518376478108
C3714756_Intellectual_Disability,XGDAG - GNNExplainer,25,0.4,0.0062266500622665,0.01226241569589209
C3714756_Intellectual_Disability,XGDAG - GNNExplainer,50,0.32,0.009962640099626401,0.01932367149758454
C3714756_Intellectual_Disability,XGDAG - GNNExplainer,100,0.22,0.0136986301369863,0.025791324736225085
C3714756_Intellectual_Disability,XGDAG - GNNExplainer,200,0.215,0.026774595267745952,0.047619047619047616
C3714756_Intellectual_Disability,XGDAG - GNNExplainer,500,0.174,0.05417185554171856,0.08262108262108263
C3714756_Intellectual_Disability,XGDAG - GNNExplainer,750,0.17466666666666666,0.08156911581569116,0.11120543293718166
C3714756_Intellectual_Disability,XGDAG - GNNExplainer,1000,0.172,0.10709838107098381,0.13200306983883345
